"unitid","institution name","year","HD2024.FIPS state code","HD2024.Degree-granting status","HD2024.Institution size category","HD2024.State abbreviation","HD2024.FIPS state code","HD2024.Bureau of Economic Analysis (BEA) regions","HD2024.Sector of institution","HD2024.Degree of urbanization (Urban-centric locale)","HD2024.Institutional category","HD2024.Carnegie Classification 2021: Basic","DRVC2024.Certificates of less than 1 year","DRVC2024.Certificate of less than 12 weeks","DRVC2024.Certificate of at least 12 weeks, but less than 1 year","DRVC2024.Certificates of 1 but less than 2 years","DRVC2024.Certificates of 2 but less than 4 years","DRVC2024.Number of students receiving certificates of less than 12 weeks","DRVC2024.Number of students receiving certificates of at least 12 weeks, but less than 1 year","DRVC2024.Number of students receiving a certificate of 1 but less than 4 years"
"163541","Hair Academy","2024","Maryland","Nondegree-granting, primarily postsecondary","Under 1,000","Maryland","Maryland","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","59","0","59","45","0","0","59","45"
"163815","Maryland Beauty Academy of Essex","2024","Maryland","Nondegree-granting, primarily postsecondary","Under 1,000","Maryland","Maryland","Mid East (DE, DC, MD, NJ, NY, PA)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","8","8","0","30","0","8","0","30"
"164535","Assabet Valley Regional Technical School","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","38","0","0","0","38"
"164599","Bancroft School of Massage Therapy","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","30","0","30","0","0","0","30","0"
"164845","Empire Beauty School-Boston","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Not applicable","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","City: Large","Not applicable","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,
"165060","Signature Healthcare Brockton Hospital School of Nursing","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private not-for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","0","50","0","0","50"
"165255","Catherine Hinds Institute of Esthetics","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","102","0","102","134","0","0","102","134"
"165608","Diman Regional Technical Institute","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","23","0","0","0","23"
"165635","National Aviation Academy of New England","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","0","119","0","0","119"
"165750","Rob Roy Academy-Fall River","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","35","0","35","32","0","0","35","32"
"166498","Lowell Academy Hairstyling Institute","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","19","0","0","0","19"
"166805","Massachusetts School of Barbering","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","35","0","0","0","35"
"167039","Rob Roy Academy-New Bedford","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","13","0","0","0","13"
"167297","North Bennet Street School","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private not-for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","46","47","0","0","93"
"167871","Southeastern Technical Institute","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Public, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","96","26","70","83","0","26","70","83"
"168032","Rob Roy Academy-Taunton","2024","Massachusetts","Nondegree-granting, primarily postsecondary","Under 1,000","Massachusetts","Massachusetts","New England (CT, ME, MA, NH, RI, VT)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","13","0","0","0","13"
"168555","Hillsdale Beauty College","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","11","0","0","0","11"
"168573","Northwestern Technological Institute","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","473","0","473","0","0","0","473","0"
"168892","Bayshire Academy of Beauty Craft Inc","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","20","0","20","14","0","0","20","14"
"169187","Carnegie Institute","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","22","0","22","43","5","0","22","48"
"169284","Empire Beauty School-Michigan","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","6","0","6","120","0","0","6","120"
"169503","David Pressley School of Cosmetology","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","84","0","84","101","0","0","84","101"
"169576","Detroit Business Institute-Downriver","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","73","0","0","0","73"
"169813","Creative Hair School of Cosmetology","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","1","0","1","15","0","0","1","15"
"170611","Michigan College of Beauty-Monroe","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","57","0","57","21","0","0","57","21"
"170736","M J Murphy Beauty College of Mount Pleasant","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Town: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","19","0","19","18","0","0","15","18"
"171012","The Michigan Barber School","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private not-for-profit, 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","0","39","0","0","39"
"171775","Port Huron Cosmetology College","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","21","0","21","4","0","0","21","4"
"171988","Ross Medical Education Center-Lansing","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","73","0","0","0","73"
"171997","Ross Medical Education Center-Warren","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Midsize","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","109","0","0","0","109"
"172015","Ross Medical Education Center-Flint","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","50","0","0","0","50"
"172422","Michigan Career and Technical Institute","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Public, less-than 2-year","Rural: Distant","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","32","0","32","98","0","0","32","98"
"172495","Twin City Beauty College","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","Suburb: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","102","0","0","0","102"
"172680","Paul Mitchell the School-Grand Rapids","2024","Michigan","Nondegree-granting, primarily postsecondary","Under 1,000","Michigan","Michigan","Great Lakes (IL, IN, MI, OH, WI)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","0","0","0","53","0","0","0","53"
"173744","Aveda Arts & Sciences Institute Minneapolis","2024","Minnesota","Nondegree-granting, primarily postsecondary","Under 1,000","Minnesota","Minnesota","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","121","0","121","223","0","0","121","223"
"174190","Nova Academy of Cosmetology Woodbury","2024","Minnesota","Nondegree-granting, primarily postsecondary","Under 1,000","Minnesota","Minnesota","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","Suburb: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","31","0","31","36","0","0","31","36"
"174321","Model College of Hair Design","2024","Minnesota","Nondegree-granting, primarily postsecondary","Under 1,000","Minnesota","Minnesota","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","44","0","44","55","0","0","44","55"
"174978","Empire Beauty School-Bloomington","2024","Minnesota","Nondegree-granting, primarily postsecondary","Under 1,000","Minnesota","Minnesota","Plains (IA, KS, MN, MO, NE, ND, SD)","Private for-profit, less-than 2-year","City: Small","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","56","0","56","54","0","0","56","54"
"175120","Summit Academy Opportunities Industrialization Center","2024","Minnesota","Nondegree-granting, primarily postsecondary","Under 1,000","Minnesota","Minnesota","Plains (IA, KS, MN, MO, NE, ND, SD)","Private not-for-profit, less-than 2-year","City: Large","Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)","489","0","489","0","0","0","489","0"
